Ref number,Carbon precursors,Sample name,Sbet (m2g-1),Vtotal (cm3g-1),Vmicro (cm3g-1),P (bar),T (K),C (%),O (%),N (%),Uptake (mmolg-1),DOI,Year,Title
61,"corn cob, sugarcane bagasse, wheat straw",Corn cob-activated carbon,1654.0,0.75,,1.0,333.0,88.54,6.45,1.89,3.2,10.1007/s11665-023-08360-z,2024,Preparation and Characterization Studies of Biomass-Based Adsorbents for CO2 Capture
61,"corn cob, sugarcane bagasse, wheat straw",Sugarcane bagasse,2348.0,1.69,,1.0,363.0,56.72,20.39,12.67,2.15,10.1007/s11665-023-08360-z,2024,Preparation and Characterization Studies of Biomass-Based Adsorbents for CO2 Capture
61,"corn cob, sugarcane bagasse, wheat straw",Wheat straw-activated carbon,1945.0,0.89,,1.0,363.0,82.87,6.82,3.21,1.45,10.1007/s11665-023-08360-z,2024,Preparation and Characterization Studies of Biomass-Based Adsorbents for CO2 Capture
61,"corn cob, sugarcane bagasse, wheat straw",Corn cob-activated carbon,1654.0,0.75,,1.0,363.0,88.54,6.45,1.89,1.2,10.1007/s11665-023-08360-z,2024,Preparation and Characterization Studies of Biomass-Based Adsorbents for CO2 Capture
62,Actived carbon fibers,AC-500-4-700,673.0,0.33,0.28,1.0,273.0,,,,4.3,10.3390/molecules29133153,2024,Versatile Activated Carbon Fibers Derived from the Cotton Fibers Used as CO2 Solid-State Adsorbents and Electrode Materials
62,Actived carbon fibers,AC-600-4-700,1597.0,0.76,0.64,1.0,273.0,,,,6.9,10.3390/molecules29133153,2024,Versatile Activated Carbon Fibers Derived from the Cotton Fibers Used as CO2 Solid-State Adsorbents and Electrode Materials
62,Actived carbon fibers,AC-700-4-700,1158.0,0.56,0.5,1.0,273.0,,,,5.9,10.3390/molecules29133153,2024,Versatile Activated Carbon Fibers Derived from the Cotton Fibers Used as CO2 Solid-State Adsorbents and Electrode Materials
62,Actived carbon fibers,AC-600-3-700,802.0,0.39,0.29,1.0,273.0,,,,4.9,10.3390/molecules29133153,2024,Versatile Activated Carbon Fibers Derived from the Cotton Fibers Used as CO2 Solid-State Adsorbents and Electrode Materials
62,Actived carbon fibers,AC-600-5-700,1334.0,0.63,0.53,1.0,273.0,,,,5.7,10.3390/molecules29133153,2024,Versatile Activated Carbon Fibers Derived from the Cotton Fibers Used as CO2 Solid-State Adsorbents and Electrode Materials
62,Actived carbon fibers,AC-600-4-600,1495.0,0.69,0.59,1.0,273.0,,,,6.5,10.3390/molecules29133153,2024,Versatile Activated Carbon Fibers Derived from the Cotton Fibers Used as CO2 Solid-State Adsorbents and Electrode Materials
62,Actived carbon fibers,AC-600-4-800,1501.0,0.79,0.55,1.0,273.0,,,,6.3,10.3390/molecules29133153,2024,Versatile Activated Carbon Fibers Derived from the Cotton Fibers Used as CO2 Solid-State Adsorbents and Electrode Materials
62,Actived carbon fibers,AC-500-4-700,673.0,0.33,0.28,1.0,298.0,,,,2.8,10.3390/molecules29133153,2024,Versatile Activated Carbon Fibers Derived from the Cotton Fibers Used as CO2 Solid-State Adsorbents and Electrode Materials
62,Actived carbon fibers,AC-600-4-700,1597.0,0.76,0.64,1.0,298.0,,,,4.6,10.3390/molecules29133153,2024,Versatile Activated Carbon Fibers Derived from the Cotton Fibers Used as CO2 Solid-State Adsorbents and Electrode Materials
62,Actived carbon fibers,AC-700-4-700,1158.0,0.56,0.5,1.0,298.0,,,,4.0,10.3390/molecules29133153,2024,Versatile Activated Carbon Fibers Derived from the Cotton Fibers Used as CO2 Solid-State Adsorbents and Electrode Materials
62,Actived carbon fibers,AC-600-3-700,802.0,0.39,0.29,1.0,298.0,,,,3.6,10.3390/molecules29133153,2024,Versatile Activated Carbon Fibers Derived from the Cotton Fibers Used as CO2 Solid-State Adsorbents and Electrode Materials
62,Actived carbon fibers,AC-600-5-700,1334.0,0.63,0.53,1.0,298.0,,,,4.0,10.3390/molecules29133153,2024,Versatile Activated Carbon Fibers Derived from the Cotton Fibers Used as CO2 Solid-State Adsorbents and Electrode Materials
62,Actived carbon fibers,AC-600-4-600,1495.0,0.69,0.59,1.0,298.0,,,,4.4,10.3390/molecules29133153,2024,Versatile Activated Carbon Fibers Derived from the Cotton Fibers Used as CO2 Solid-State Adsorbents and Electrode Materials
62,Actived carbon fibers,AC-600-4-800,1501.0,0.79,0.55,1.0,298.0,,,,4.2,10.3390/molecules29133153,2024,Versatile Activated Carbon Fibers Derived from the Cotton Fibers Used as CO2 Solid-State Adsorbents and Electrode Materials
63,wood powder,C-DWP/Zn,1769.13,0.6237,0.5992,1.0,298.0,86.4,8.8,2.5,3.51,https://doi.org/10.1016/j.ccst.2023.100161,2024,Scalable production of wood carbon microspheres for high-efficiency carbon dioxide capture
64,waste eucalyptus powder,Eucalyptus sawdust,2390.76,1.23,0.49,1.0,273.0,85.81,12.74,1.45,5.21,https://doi.org/10.1016/j.jelechem.2022.116580,2022,Targeting application of hierarchical porous carbon by facile one-step site-specific activation of wood powder: CO2 adsorption and supercapacitors
64,waste eucalyptus powder,Eucalyptus sawdust,2390.76,1.23,0.49,1.0,298.0,85.81,12.74,1.45,3.54,https://doi.org/10.1016/j.jelechem.2022.116580,2022,Targeting application of hierarchical porous carbon by facile one-step site-specific activation of wood powder: CO2 adsorption and supercapacitors
66,Rape straw,RS,81.13,0.095,0.012,1.0,298.0,47.79,23.21,0.97,0.6,https://doi.org/10.1016/j.seppur.2022.120592,2022,Straw and wood based biochar for CO2 capture: Adsorption performance and governing mechanisms
66,Rape straw,SS,81.48,0.141,0.036,1.0,298.0,79.41,10.38,1.6,0.94,https://doi.org/10.1016/j.seppur.2022.120592,2022,Straw and wood based biochar for CO2 capture: Adsorption performance and governing mechanisms
66,Rape straw,CS,122.06,0.135,0.066,1.0,298.0,75.42,10.3,1.41,0.84,https://doi.org/10.1016/j.seppur.2022.120592,2022,Straw and wood based biochar for CO2 capture: Adsorption performance and governing mechanisms
66,Rape straw,WS,123.23,0.106,0.015,1.0,298.0,63.32,17.0,1.45,0.72,https://doi.org/10.1016/j.seppur.2022.120592,2022,Straw and wood based biochar for CO2 capture: Adsorption performance and governing mechanisms
66,Rape straw,NS,336.73,0.196,0.133,1.0,298.0,82.99,11.13,0.32,0.94,https://doi.org/10.1016/j.seppur.2022.120592,2022,Straw and wood based biochar for CO2 capture: Adsorption performance and governing mechanisms
66,Rape straw,HW,347.96,0.471,0.147,1.0,298.0,84.7,8.56,0.3,1.04,https://doi.org/10.1016/j.seppur.2022.120592,2022,Straw and wood based biochar for CO2 capture: Adsorption performance and governing mechanisms
66,Rape straw,PW,356.87,0.464,0.133,1.0,298.0,82.14,11.73,0.48,0.98,https://doi.org/10.1016/j.seppur.2022.120592,2022,Straw and wood based biochar for CO2 capture: Adsorption performance and governing mechanisms
67,Sawdust,Raw sawdust,100.43,0.11,,1.0,298.0,,,,1.16,https://doi.org/10.1016/j.matchemphys.2024.129177,2024,Activated porous carbon derived from sawdust for CO2 capture
67,Sawdust,A–CS–700,703.94,0.28,,1.0,298.0,,,,3.31,https://doi.org/10.1016/j.matchemphys.2024.129177,2024,Activated porous carbon derived from sawdust for CO2 capture
67,Sawdust,A–CS–800,927.55,0.34,,1.0,298.0,,,,6.54,https://doi.org/10.1016/j.matchemphys.2024.129177,2024,Activated porous carbon derived from sawdust for CO2 capture
67,Sawdust,A–CS–900,1308.71,0.47,,1.0,298.0,,,,7.43,https://doi.org/10.1016/j.matchemphys.2024.129177,2024,Activated porous carbon derived from sawdust for CO2 capture
67,Sawdust,A–CS–1000,1651.34,0.68,,1.0,298.0,,,,9.2,https://doi.org/10.1016/j.matchemphys.2024.129177,2024,Activated porous carbon derived from sawdust for CO2 capture
67,Sawdust,A–CS–1050,1429.18,72.0,,1.0,298.0,,,,8.96,https://doi.org/10.1016/j.matchemphys.2024.129177,2024,Activated porous carbon derived from sawdust for CO2 capture
67,Sawdust,A–CS–1100,1163.26,0.86,,1.0,298.0,,,,8.63,https://doi.org/10.1016/j.matchemphys.2024.129177,2024,Activated porous carbon derived from sawdust for CO2 capture
68,Walnut shells,WS-5-1-3,1370.4,0.63,0.54,1.0,273.0,,,,4.17,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar
68,Walnut shells,WS-5-1.5-1.5,1267.5,0.54,0.49,1.0,273.0,,,,4.42,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar
68,Walnut shells,WS-5-3-1,1111.4,0.49,0.43,1.0,273.0,,,,4.61,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar
68,Walnut shells,WS-5-3-0,836.6,0.43,0.31,1.0,273.0,,,,4.07,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar
68,Walnut shells,WS-5-0-3,960.9,0.45,0.37,1.0,273.0,,,,4.24,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar
68,Walnut shells,WS-5-1-3-0.1,1693.7,0.94,0.64,1.0,273.0,,,,3.85,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar
68,Walnut shells,WS-5-1.5-1.5-0.1,2584.9,1.28,1.01,1.0,273.0,,,,4.56,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar
68,Walnut shells,WS-5-3-1-0.1,1548.5,0.85,0.58,1.0,273.0,,,,4.44,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar
68,Walnut shells,WS-5-3-0-0.1,1388.4,0.64,0.53,1.0,273.0,,,,4.72,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar
68,Walnut shells,WS-5-0-3-0.1,1793.7,1.03,0.67,1.0,273.0,,,,4.27,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar
68,Walnut shells,WS-5-3-1-0.15,2074.6,1.17,0.54,1.0,273.0,,,,4.12,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar
68,Walnut shells,WS-5-3-1-0.2,1683.1,0.87,0.49,1.0,273.0,,,,4.2,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar
68,Walnut shells,WS-5-3-1-0.25,2316.8,1.46,0.43,1.0,273.0,,,,4.79,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar
68,Walnut shells,WS-5-1.5-1.5-0.15,2647.8,1.32,0.54,1.0,273.0,,,,4.57,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar
68,Walnut shells,WS-5-1.5.-1.5-0.2,2261.5,2.58,0.4,1.0,273.0,,,,4.26,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar
68,Walnut shells,WS-5-1.5-1.5-0.25,1862.9,1.13,0.69,1.0,273.0,,,,3.03,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar
68,Walnut shells,WS-5-1-3,1370.4,0.63,0.54,1.0,298.0,,,,2.81,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar
68,Walnut shells,WS-5-1.5-1.5,1267.5,0.54,0.49,1.0,298.0,,,,3.2,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar
68,Walnut shells,WS-5-3-1,1111.4,0.49,0.43,1.0,298.0,,,,3.02,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar
68,Walnut shells,WS-5-3-0,836.6,0.43,0.31,1.0,298.0,,,,2.95,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar
68,Walnut shells,WS-5-0-3,960.9,0.45,0.37,1.0,298.0,,,,2.81,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar
68,Walnut shells,WS-5-1-3-0.1,1693.7,0.94,0.64,1.0,298.0,,,,2.4,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar
68,Walnut shells,WS-5-1.5-1.5-0.1,2584.9,1.28,1.01,1.0,298.0,,,,2.72,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar
68,Walnut shells,WS-5-3-1-0.1,1548.5,0.85,0.58,1.0,298.0,,,,2.77,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar
68,Walnut shells,WS-5-3-0-0.1,1388.4,0.64,0.53,1.0,298.0,,,,2.63,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar
68,Walnut shells,WS-5-0-3-0.1,1793.7,1.03,0.67,1.0,298.0,,,,2.76,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar
68,Walnut shells,WS-5-3-1-0.15,2074.6,1.17,0.54,1.0,298.0,,,,2.59,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar
68,Walnut shells,WS-5-3-1-0.2,1683.1,0.87,0.49,1.0,298.0,,,,2.41,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar
68,Walnut shells,WS-5-3-1-0.25,2316.8,1.46,0.43,1.0,298.0,,,,2.58,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar
68,Walnut shells,WS-5-1.5-1.5-0.15,2647.8,1.32,0.54,1.0,298.0,,,,2.89,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar
68,Walnut shells,WS-5-1.5.-1.5-0.2,2261.5,2.58,0.4,1.0,298.0,,,,2.71,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar
68,Walnut shells,WS-5-1.5-1.5-0.25,1862.9,1.13,0.69,1.0,298.0,,,,2.44,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar
69,Pine sawdust,BC,293.3,0.19,0.18,1.0,273.0,88.65,9.29,0.47,1.17,https://doi.org/10.1016/j.jece.2023.111378,2023,Separation of CO2 using biochar and KOH and ZnCl2 activated carbons derived from pine sawdust
69,Pine sawdust,ACPS850-K-4,2864.5,1.46,0.99,1.0,273.0,91.62,6.07,,1.03,https://doi.org/10.1016/j.jece.2023.111378,2023,Separation of CO2 using biochar and KOH and ZnCl2 activated carbons derived from pine sawdust
69,Pine sawdust,ACPS600-K-4,2437.2,1.09,0.97,1.0,273.0,79.99,16.51,1.08,1.65,https://doi.org/10.1016/j.jece.2023.111378,2023,Separation of CO2 using biochar and KOH and ZnCl2 activated carbons derived from pine sawdust
69,Pine sawdust,ACPS850-K-2,2270.5,1.02,0.87,1.0,273.0,88.93,8.44,0.58,1.33,https://doi.org/10.1016/j.jece.2023.111378,2023,Separation of CO2 using biochar and KOH and ZnCl2 activated carbons derived from pine sawdust
69,Pine sawdust,ACPS850-Z-D,471.4,0.26,0.23,1.0,273.0,93.1,4.22,1.56,1.41,https://doi.org/10.1016/j.jece.2023.111378,2023,Separation of CO2 using biochar and KOH and ZnCl2 activated carbons derived from pine sawdust
69,Pine sawdust,ACPS850-Z-W,501.1,0.26,0.23,1.0,273.0,94.86,3.82,0.59,1.56,https://doi.org/10.1016/j.jece.2023.111378,2023,Separation of CO2 using biochar and KOH and ZnCl2 activated carbons derived from pine sawdust
71,Wheat straw,BC600,1064.0,0.5,0.41,1.0,273.0,74.98,23.29,1.12,5.17,https://doi.org/10.1016/j.cej.2024.155607,2024,"Hierarchically porous MgO/biochar composites for efficient CO2 capture: Structure, performance and mechanism"
71,Wheat straw,BC700,1748.0,0.77,0.69,1.0,273.0,86.58,12.09,1.32,5.7,https://doi.org/10.1016/j.cej.2024.155607,2024,"Hierarchically porous MgO/biochar composites for efficient CO2 capture: Structure, performance and mechanism"
71,Wheat straw,BC800,2765.0,1.64,0.97,1.0,273.0,95.26,3.97,0.77,6.0,https://doi.org/10.1016/j.cej.2024.155607,2024,"Hierarchically porous MgO/biochar composites for efficient CO2 capture: Structure, performance and mechanism"
71,Wheat straw,MgO/BC-1,1453.0,0.75,0.56,1.0,273.0,76.12,18.94,0.87,6.65,https://doi.org/10.1016/j.cej.2024.155607,2024,"Hierarchically porous MgO/biochar composites for efficient CO2 capture: Structure, performance and mechanism"
71,Wheat straw,MgO/BC-5,793.0,0.54,0.29,1.0,273.0,70.06,23.3,0.35,3.38,https://doi.org/10.1016/j.cej.2024.155607,2024,"Hierarchically porous MgO/biochar composites for efficient CO2 capture: Structure, performance and mechanism"
71,Wheat straw,MgO/BC-1S,1485.0,0.81,0.52,1.0,273.0,,,,0.09,https://doi.org/10.1016/j.cej.2024.155607,2024,"Hierarchically porous MgO/biochar composites for efficient CO2 capture: Structure, performance and mechanism"
72,Macadamia nut shells,PH800-0,1235.0,0.522,0.46,0.15,273.0,,,,2.14,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar
72,Macadamia nut shells,PH800-1,1589.0,0.645,0.596,0.15,273.0,,,,2.05,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar
72,Macadamia nut shells,PH800-2,1597.0,0.648,0.6,0.15,273.0,,,,1.97,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar
72,Macadamia nut shells,PH800-3,1674.0,0.714,0.637,0.15,273.0,,,,2.13,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar
72,Macadamia nut shells,PH800-4,1725.0,0.756,0.652,0.15,273.0,,,,1.86,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar
72,Macadamia nut shells,PH700-0,855.0,0.366,0.316,0.15,273.0,91.6,8.3,,1.82,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar
72,Macadamia nut shells,PH700-1,1342.0,0.537,0.499,0.15,273.0,,,,2.05,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar
72,Macadamia nut shells,PH700-2,1323.0,0.528,0.491,0.15,273.0,,,,2.11,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar
72,Macadamia nut shells,PH700-3,1276.0,0.523,0.477,0.15,273.0,,,,2.25,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar
72,Macadamia nut shells,PH700-4,1285.0,0.536,0.48,0.15,273.0,91.6,8.5,,2.3,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar
72,Macadamia nut shells,PH600-0,608.0,0.261,0.224,0.15,273.0,,,,1.92,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar
72,Macadamia nut shells,PH600-1,967.0,0.395,0.36,0.15,273.0,,,,2.09,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar
72,Macadamia nut shells,PH600-2,933.0,0.379,0.347,0.15,273.0,,,,2.2,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar
72,Macadamia nut shells,PB800-0,1427.0,0.615,0.564,0.15,273.0,,,,1.98,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar
72,Macadamia nut shells,PB800-1,1618.0,0.669,0.546,0.15,273.0,,,,1.98,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar
72,Macadamia nut shells,PB800-2,1559.0,0.619,0.582,0.15,273.0,,,,2.12,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar
72,Macadamia nut shells,PB800-3,1558.0,0.623,0.582,0.15,273.0,,,,2.08,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar
72,Macadamia nut shells,PB800-4,1626.0,0.66,0.61,0.15,273.0,,,,2.07,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar
72,Macadamia nut shells,PB700-0,1156.0,0.477,0.438,0.15,273.0,91.3,8.6,,2.1,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar
72,Macadamia nut shells,PB700-1,1332.0,0.543,0.502,0.15,273.0,,,,2.24,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar
72,Macadamia nut shells,PB700-2,1421.0,0.557,0.525,0.15,273.0,,,,2.26,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar
72,Macadamia nut shells,PB700-3,1407.0,0.556,0.526,0.15,273.0,,,,2.3,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar
72,Macadamia nut shells,PB700-4,1382.0,0.546,0.517,0.15,273.0,91.3,8.8,,2.36,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar
72,Macadamia nut shells,PB600-0,504.0,0.221,0.191,0.15,273.0,,,,2.14,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar
72,Macadamia nut shells,PB600-1,926.0,0.372,0.344,0.15,273.0,,,,2.33,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar
72,Macadamia nut shells,PB600-2,900.0,0.37,0.336,0.15,273.0,,,,2.29,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar
72,Macadamia nut shells,PC800-0,1388.0,0.594,0.435,0.15,298.0,,,,2.03,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar
72,Macadamia nut shells,PC800-1,1704.0,0.705,0.643,0.15,298.0,,,,1.91,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar
72,Macadamia nut shells,PC800-2,1562.0,0.63,0.581,0.15,298.0,,,,2.13,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar
72,Macadamia nut shells,PC800-3,1549.0,0.617,0.577,0.15,298.0,,,,2.12,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar
72,Macadamia nut shells,PC800-4,1475.0,0.596,0.55,0.15,298.0,,,,1.96,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar
72,Macadamia nut shells,PC700-0,1090.0,0.448,0.411,0.15,298.0,90.2,9.8,,2.11,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar
72,Macadamia nut shells,PC700-1,1416.0,0.582,0.538,0.15,298.0,,,,2.17,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar
72,Macadamia nut shells,PC700-2,1367.0,0.54,0.509,0.15,298.0,,,,2.15,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar
72,Macadamia nut shells,PC700-3,1399.0,0.561,0.522,0.15,298.0,,,,2.34,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar
72,Macadamia nut shells,PC700-4,1306.0,0.522,0.485,0.15,298.0,92.3,7.7,,2.44,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar
72,Macadamia nut shells,PC600-0,550.0,0.26,0.208,0.15,298.0,,,,2.06,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar
72,Macadamia nut shells,PC600-1,983.0,0.39,0.365,0.15,298.0,,,,2.28,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar
